00OW               20231201                                                                                   
0601OWB4N       20240101001415100000005000 0400000030000803   
0601OWB4N       20240101001420100000005000 0400000030000806   
0601OWB4N       20240101001425100000005000 0400000030000810   
0601OWB4N       20240101001430100000005000 0400000030000813   
0601OWB4N       20240101001435100000005000 0400000030000815   
0601OWB4N       20240101001440100000005000 0400000030000819   
0601OWB4N       20240101001445100000005000 0400000030000822   
0601OWB4N       20240101001450100000005000 0400000030000825   
0601OWB4N       20240101001455100000005000 0400000030000829   
0601OWB4N       20240101001460100000005000 0400000030000831   
0601OWB4N       20240101001465100000005000 0400000030000835   
0601OWB4N       20240101001470100000005000 0400000030000839   
0601OWB4N       20240101001475100000005000 0400000030000841   
0601OWB4N       20240101001480100000005000 0400000030000845   
0601OWB4N       20240101001485100000005000 0400000030000848   
0601OWB4N       20240101001490100000005000 0400000030000851   
0601OWB4N       20240101001495100000005000 0400000030000854   
0601OWB4N       20240101001500100000500000 0400000030001005   
0601OWB4N       20240101002000100000500000 0400000030001307   
0601OWB4N       20240101002500100000500000 0400000030001508   
0601OWB4N       20240101003000100000500000 0400000030001648   
0601OWB4N       20240101003500100000500000 0400000030001750   
0601OWB4N       20240101004000100000500000 0400000030001828   
0601OWB4N       20240101004500100000500000 0400000030001890   
0601OWB4N       20240101005000100000500000 0400000030001940   
0601OWB4N       20240101005500100000500000 0400000030001981   
0601OWB4N       20240101006000100000500000 0400000030002016   
0601OWB4N       20240101006500100000500000 0400000030002045   
0601OWB4N       20240101007000100000500000 0400000030002071   
0601OWB4N       20240101007500100000500000 0400000030002093   
0601OWB4N       20240101008000100000500000 0400000030002112   
0601OWB4N       20240101008500100000500000 0400000030002130   
0601OWB4N       20240101009000100000500000 0400000030002144   
0601OWB4N       20240101009500100000500000 0400000030002151   
0601OWB5N       20240101000000100000040000 0500000030000000   
0601OWB5N       20240101000040100000005000 0500000030000071   
0601OWB5N       20240101000045100000005000 0500000030000063   
0601OWB5N       20240101000050100000005000 0500000030000057   
0601OWB5N       20240101000055100000005000 0500000030000052   
0601OWB5N       20240101000060100000005000 0500000030000048   
0601OWB5N       20240101000065100000005000 0500000030000044   
0601OWB5N       20240101000070100000005000 0500000030000041   
0601OWB5N       20240101000075100000005000 0500000030000039   
0601OWB5N       20240101000080100000005000 0500000030000036   
0601OWB5N       20240101000085100000005000 0500000030000034   
0601OWB5N       20240101000090100000005000 0500000030000032   
0601OWB5N       20240101000095100000005000 0500000030000031   
0601OWB5N       20240101000100100000005000 0500000030000029   
0601OWB5N       20240101000105100000005000 0500000030000028   
0601OWB5N       20240101000110100000005000 0500000030000027   
0601OWB5N       20240101000115100000005000 0500000030000026   
0601OWB5N       20240101000120100000005000 0500000030000024   
0601OWB5N       20240101000125100000005000 0500000030000024   
0601OWB5N       20240101000130100000005000 0500000030000023   
0601OWB5N       20240101000135100000005000 0500000030000022   
0601OWB5N       20240101000140100000005000 0500000030000021   
0601OWB5N       20240101000145100000005000 0500000030000020   
0601OWB5N       20240101000150100000005000 0500000030000020   
0601OWB5N       20240101000155100000005000 0500000030000019   
0601OWB5N       20240101000160100000005000 0500000030000018   
0601OWB5N       20240101000165100000005000 0500000030000018   
0601OWB5N       20240101000170100000005000 0500000030000017   
0601OWB5N       20240101000175100000005000 0500000030000017   
0601OWB5N       20240101000180100000005000 0500000030000016   
0601OWB5N       20240101000185100000005000 0500000030000016   
0601OWB5N       20240101000190100000005000 0500000030000016   
0601OWB5N       20240101000195100000005000 0500000030000015   
0601OWB5N       20240101000200100000005000 0500000030000015   
0601OWB5N       20240101000205100000005000 0500000030000014   
0601OWB5N       20240101000210100000005000 0500000030000014   
0601OWB5N       20240101000215100000005000 0500000030000014   
0601OWB5N       20240101000220100000005000 0500000030000013   
0601OWB5N       20240101000225100000005000 0500000030000013   
0601OWB5N       20240101000230100000005000 0500000030000013   
0601OWB5N       20240101000235100000005000 0500000030000013   
0601OWB5N       20240101000240100000005000 0500000030000012   
0601OWB5N       20240101000245100000005000 0500000030000012   
0601OWB5N       20240101000250100000005000 0500000030000012   
0601OWB5N       20240101000255100000005000 0500000030000012   
0601OWB5N       20240101000260100000005000 0500000030000011   
0601OWB5N       20240101000265100000005000 0500000030000011   
0601OWB5N       20240101000270100000005000 0500000030000011   
0601OWB5N       20240101000275100000005000 0500000030000011   
0601OWB5N       20240101000280100000005000 0500000030000011   
0601OWB5N       20240101000285100000005000 0500000030000010   
0601OWB5N       20240101000290100000005000 0500000030000010   
0601OWB5N       20240101000295100000005000 0500000030000010   
0601OWB5N       20240101000300100000005000 0500000030000010   
0601OWB5N       20240101000305100000005000 0500000030000010   
0601OWB5N       20240101000310100000005000 0500000030000010   
0601OWB5N       20240101000315100000005000 0500000030000009   
0601OWB5N       20240101000320100000005000 0500000030000009   
0601OWB5N       20240101000325100000005000 0500000030000009   
0601OWB5N       20240101000330100000005000 0500000030000009   
0601OWB5N       20240101000335100000005000 0500000030000009   
0601OWB5N       20240101000340100000005000 0500000030000009   
0601OWB5N       20240101000345100000005000 0500000030000009   
0601OWB5N       20240101000350100000005000 0500000030000009   
0601OWB5N       20240101000355100000005000 0500000030000008   
0601OWB5N       20240101000360100000005000 0500000030000008   
0601OWB5N       20240101000365100000005000 0500000030000008   
0601OWB5N       20240101000370100000005000 0500000030000008   
0601OWB5N       20240101000375100000005000 0500000030000008   
0601OWB5N       20240101000380100000005000 0500000030000008   
0601OWB5N       20240101000385100000005000 0500000030000008   
0601OWB5N       20240101000390100000005000 0500000030000008   
0601OWB5N       20240101000395100000005000 0500000030000008   
0601OWB5N       20240101000400100000005000 0500000030000007   
0601OWB5N       20240101000405100000005000 0500000030000007   
0601OWB5N       20240101000410100000005000 0500000030000007   
0601OWB5N       20240101000415100000005000 0500000030000007   
0601OWB5N       20240101000420100000005000 0500000030000007   
0601OWB5N       20240101000425100000005000 0500000030000007   
0601OWB5N       20240101000430100000005000 0500000030000007   
0601OWB5N       20240101000435100000005000 0500000030000007   
0601OWB5N       20240101000440100000005000 0500000030000007   
0601OWB5N       20240101000445100000005000 0500000030000007   
0601OWB5N       20240101000450100000005000 0500000030000007   
0601OWB5N       20240101000455100000005000 0500000030000007   
0601OWB5N       20240101000460100000005000 0500000030000006   
0601OWB5N       20240101000465100000005000 0500000030000006   
0601OWB5N       20240101000470100000005000 0500000030000006   
0601OWB5N       20240101000475100000005000 0500000030000006   
0601OWB5N       20240101000480100000005000 0500000030000006   
0601OWB5N       20240101000485100000005000 0500000030000006   
0601OWB5N       20240101000490100000005000 0500000030000006   
0601OWB5N       20240101000495100000005000 0500000030000006   
0601OWB5N       20240101000500100000005000 0500000030000006   
0601OWB5N       20240101000505100000005000 0500000030000006   
0601OWB5N       20240101000510100000005000 0500000030000006   
0601OWB5N       20240101000515100000005000 0500000030000006   
0601OWB5N       20240101000520100000005000 0500000030000006   
0601OWB5N       20240101000525100000005000 0500000030000006   
0601OWB5N       20240101000530100000005000 0500000030000006   
0601OWB5N       20240101000535100000005000 0500000030000006   
0601OWB5N       20240101000540100000005000 0500000030000006   
0601OWB5N       20240101000545100000005000 0500000030000005   
0601OWB5N       20240101000550100000005000 0500000030000005   
0601OWB5N       20240101000555100000005000 0500000030000005   
0601OWB5N       20240101000560100000005000 0500000030000005   
0601OWB5N       20240101000565100000005000 0500000030000005   
0601OWB5N       20240101000570100000005000 0500000030000005   
0601OWB5N       20240101000575100000005000 0500000030000005   
0601OWB5N       20240101000580100000005000 0500000030000005   
0601OWB5N       20240101000585100000005000 0500000030000005   
0601OWB5N       20240101000590100000005000 0500000030000005   
0601OWB5N       20240101000595100000005000 0500000030000005   
0601OWB5N       20240101000600100000005000 0500000030000005   
0601OWB5N       20240101000605100000005000 0500000030000005   
0601OWB5N       20240101000610100000005000 0500000030000005   
0601OWB5N       20240101000615100000005000 0500000030000005   
0601OWB5N       20240101000620100000005000 0500000030000005   
0601OWB5N       20240101000625100000005000 0500000030000005   
0601OWB5N       20240101000630100000005000 0500000030000005   
0601OWB5N       20240101000635100000005000 0500000030000005   
0601OWB5N       20240101000640100000005000 0500000030000005   
0601OWB5N       20240101000645100000005000 0500000030000005   
0601OWB5N       20240101000650100000005000 0500000030000005   
0601OWB5N       20240101000655100000005000 0500000030000005   
0601OWB5N       20240101000660100000005000 0500000030000005   
0601OWB5N       20240101000665100000005000 0500000030000004   
0601OWB5N       20240101000670100000005000 0500000030000004   
0601OWB5N       20240101000675100000005000 0500000030000012   
0601OWB5N       20240101000680100000005000 0500000030000021   
0601OWB5N       20240101000685100000005000 0500000030000031   
0601OWB5N       20240101000690100000005000 0500000030000040   
0601OWB5N       20240101000695100000005000 0500000030000049   
0601OWB5N       20240101000700100000005000 0500000030000058   
0601OWB5N       20240101000705100000005000 0500000030000068   
0601OWB5N       20240101000710100000005000 0500000030000077   
0601OWB5N       20240101000715100000005000 0500000030000085   
0601OWB5N       20240101000720100000005000 0500000030000096   
0601OWB5N       20240101000725100000005000 0500000030000104   
0601OWB5N       20240101000730100000005000 0500000030000112   
0601OWB5N       20240101000735100000005000 0500000030000121   
0601OWB5N       20240101000740100000005000 0500000030000129   
0601OWB5N       20240101000745100000005000 0500000030000138   
0601OWB5N       20240101000750100000005000 0500000030000145   
0601OWB5N       20240101000755100000005000 0500000030000153   
0601OWB5N       20240101000760100000005000 0500000030000161   
0601OWB5N       20240101000765100000005000 0500000030000168   
0601OWB5N       20240101000770100000005000 0500000030000176   
0601OWB5N       20240101000775100000005000 0500000030000184   
0601OWB5N       20240101000780100000005000 0500000030000192   
0601OWB5N       20240101000785100000005000 0500000030000198   
0601OWB5N       20240101000790100000005000 0500000030000206   
0601OWB5N       20240101000795100000005000 0500000030000213   
0601OWB5N       20240101000800100000005000 0500000030000219   
0601OWB5N       20240101000805100000005000 0500000030000227   
0601OWB5N       20240101000810100000005000 0500000030000235   
0601OWB5N       20240101000815100000005000 0500000030000242   
0601OWB5N       20240101000820100000005000 0500000030000248   
0601OWB5N       20240101000825100000005000 0500000030000255   
0601OWB5N       20240101000830100000005000 0500000030000262   
0601OWB5N       20240101000835100000005000 0500000030000267   
0601OWB5N       20240101000840100000005000 0500000030000274   
0601OWB5N       20240101000845100000005000 0500000030000281   
0601OWB5N       20240101000850100000005000 0500000030000287   
0601OWB5N       20240101000855100000005000 0500000030000293   
0601OWB5N       20240101000860100000005000 0500000030000299   
0601OWB5N       20240101000865100000005000 0500000030000305   
0601OWB5N       20240101000870100000005000 0500000030000311   
0601OWB5N       20240101000875100000005000 0500000030000317   
0601OWB5N       20240101000880100000005000 0500000030000323   
0601OWB5N       20240101000885100000005000 0500000030000329   
0601OWB5N       20240101000890100000005000 0500000030000334   
0601OWB5N       20240101000895100000005000 0500000030000341   
0601OWB5N       20240101000900100000005000 0500000030000347   
0601OWB5N       20240101000905100000005000 0500000030000352   
0601OWB5N       20240101000910100000005000 0500000030000357   
0601OWB5N       20240101000915100000005000 0500000030000363   
0601OWB5N       20240101000920100000005000 0500000030000369   
0601OWB5N       20240101000925100000005000 0500000030000373   
0601OWB5N       20240101000930100000005000 0500000030000379   
0601OWB5N       20240101000935100000005000 0500000030000384   
0601OWB5N       20240101000940100000005000 0500000030000388   
0601OWB5N       20240101000945100000005000 0500000030000394   
0601OWB5N       20240101000950100000005000 0500000030000399   
0601OWB5N       20240101000955100000005000 0500000030000404   
0601OWB5N       20240101000960100000005000 0500000030000408   
0601OWB5N       20240101000965100000005000 0500000030000413   
0601OWB5N       20240101000970100000005000 0500000030000419   
0601OWB5N       20240101000975100000005000 0500000030000423   
0601OWB5N       20240101000980100000005000 0500000030000427   
0601OWB5N       20240101000985100000005000 0500000030000433   
0601OWB5N       20240101000990100000005000 0500000030000438   
0601OWB5N       20240101000995100000005000 0500000030000442   
0601OWB5N       20240101001000100000005000 0500000030000447   
0601OWB5N       20240101001005100000005000 0500000030000452   
0601OWB5N       20240101001010100000005000 0500000030000456   
0601OWB5N       20240101001015100000005000 0500000030000460   
0601OWB5N       20240101001020100000005000 0500000030000465   
0601OWB5N       20240101001025100000005000 0500000030000469   
0601OWB5N       20240101001030100000005000 0500000030000473   
0601OWB5N       20240101001035100000005000 0500000030000477   
0601OWB5N       20240101001040100000005000 0500000030000482   
0601OWB5N       20240101001045100000005000 0500000030000486   
0601OWB5N       20240101001050100000005000 0500000030000489   
0601OWB5N       20240101001055100000005000 0500000030000494   
0601OWB5N       20240101001060100000005000 0500000030000498   
0601OWB5N       20240101001065100000005000 0500000030000501   
0601OWB5N       20240101001070100000005000 0500000030000506   
0601OWB5N       20240101001075100000005000 0500000030000509   
0601OWB5N       20240101001080100000005000 0500000030000512   
0601OWB5N       20240101001085100000005000 0500000030000516   
0601OWB5N       20240101001090100000005000 0500000030000519   
0601OWB5N       20240101001095100000005000 0500000030000522   
0601OWB5N       20240101001100100000005000 0500000030000525   
0601OWB5N       20240101001105100000005000 0500000030000528   
0601OWB5N       20240101001110100000005000 0500000030000532   
0601OWB5N       20240101001115100000005000 0500000030000535   
0601OWB5N       20240101001120100000005000 0500000030000538   
0601OWB5N       20240101001125100000005000 0500000030000541   
0601OWB5N       20240101001130100000005000 0500000030000544   
0601OWB5N       20240101001135100000005000 0500000030000548   
0601OWB5N       20240101001140100000005000 0500000030000551   
0601OWB5N       20240101001145100000005000 0500000030000553   
0601OWB5N       20240101001150100000005000 0500000030000556   
0601OWB5N       20240101001155100000005000 0500000030000559   
0601OWB5N       20240101001160100000005000 0500000030000563   
0601OWB5N       20240101001165100000005000 0500000030000565   
0601OWB5N       20240101001170100000005000 0500000030000568   
0601OWB5N       20240101001175100000005000 0500000030000571   
0601OWB5N       20240101001180100000005000 0500000030000573   
0601OWB5N       20240101001185100000005000 0500000030000577   
0601OWB5N       20240101001190100000005000 0500000030000579   
0601OWB5N       20240101001195100000005000 0500000030000582   
0601OWB5N       20240101001200100000005000 0500000030000585   
0601OWB5N       20240101001205100000005000 0500000030000586   
0601OWB5N       20240101001210100000005000 0500000030000591   
0601OWB5N       20240101001215100000005000 0500000030000592   
0601OWB5N       20240101001220100000005000 0500000030000595   
0601OWB5N       20240101001225100000005000 0500000030000597   
0601OWB5N       20240101001230100000005000 0500000030000600   
0601OWB5N       20240101001235100000005000 0500000030000603   
0601OWB5N       20240101001240100000005000 0500000030000605   
0601OWB5N       20240101001245100000005000 0500000030000608   
0601OWB5N       20240101001250100000005000 0500000030000611   
0601OWB5N       20240101001255100000005000 0500000030000613   
0601OWB5N       20240101001260100000005000 0500000030000615   
0601OWB5N       20240101001265100000005000 0500000030000619   
0601OWB5N       20240101001270100000005000 0500000030000621   
0601OWB5N       20240101001275100000005000 0500000030000623   
0601OWB5N       20240101001280100000005000 0500000030000625   
0601OWB5N       20240101001285100000005000 0500000030000628   
0601OWB5N       20240101001290100000005000 0500000030000631   
0601OWB5N       20240101001295100000005000 0500000030000633   
0601OWB5N       20240101001300100000005000 0500000030000636   
0601OWB5N       20240101001305100000005000 0500000030000638   
0601OWB5N       20240101001310100000005000 0500000030000640   
0601OWB5N       20240101001315100000005000 0500000030000643   
0601OWB5N       20240101001320100000005000 0500000030000645   
0601OWB5N       20240101001325100000005000 0500000030000647   
0601OWB5N       20240101001330100000005000 0500000030000650   
0601OWB5N       20240101001335100000005000 0500000030000652   
0601OWB5N       20240101001340100000005000 0500000030000655   
0601OWB5N       20240101001345100000005000 0500000030000660   
0601OWB5N       20240101001350100000005000 0500000030000663   
0601OWB5N       20240101001355100000005000 0500000030000667   
0601OWB5N       20240101001360100000005000 0500000030000671   
0601OWB5N       20240101001365100000005000 0500000030000673   
0601OWB5N       20240101001370100000005000 0500000030000677   
0601OWB5N       20240101001375100000005000 0500000030000681   
0601OWB5N       20240101001380100000005000 0500000030000684   
0601OWB5N       20240101001385100000005000 0500000030000687   
0601OWB5N       20240101001390100000005000 0500000030000692   
0601OWB5N       20240101001395100000005000 0500000030000695   
0601OWB5N       20240101001400100000005000 0500000030000698   
0601OWB5N       20240101001405100000005000 0500000030000702   
0601OWB5N       20240101001410100000005000 0500000030000705   
0601OWB5N       20240101001415100000005000 0500000030000708   
0601OWB5N       20240101001420100000005000 0500000030000711   
0601OWB5N       20240101001425100000005000 0500000030000716   
0601OWB5N       20240101001430100000005000 0500000030000719   
0601OWB5N       20240101001435100000005000 0500000030000722   
0601OWB5N       20240101001440100000005000 0500000030000726   
0601OWB5N       20240101001445100000005000 0500000030000729   
0601OWB5N       20240101001450100000005000 0500000030000732   
0601OWB5N       20240101001455100000005000 0500000030000736   
0601OWB5N       20240101001460100000005000 0500000030000739   
0601OWB5N       20240101001465100000005000 0500000030000742   
0601OWB5N       20240101001470100000005000 0500000030000746   
0601OWB5N       20240101001475100000005000 0500000030000749   
0601OWB5N       20240101001480100000005000 0500000030000752   
0601OWB5N       20240101001485100000005000 0500000030000756   
0601OWB5N       20240101001490100000005000 0500000030000758   
0601OWB5N       20240101001495100000005000 0500000030000761   
0601OWB5N       20240101001500100000500000 0500000030000917   
0601OWB5N       20240101002000100000500000 0500000030001225   
0601OWB5N       20240101002500100000500000 0500000030001441   
0601OWB5N       20240101003000100000500000 0500000030001592   
0601OWB5N       20240101003500100000500000 0500000030001701   
0601OWB5N       20240101004000100000500000 0500000030001785   
0601OWB5N       20240101004500100000500000 0500000030001851   
0601OWB5N       20240101005000100000500000 0500000030001905   
0601OWB5N       20240101005500100000500000 0500000030001949   
0601OWB5N       20240101006000100000500000 0500000030001986   
0601OWB5N       20240101006500100000500000 0500000030002018   
0601OWB5N       20240101007000100000500000 0500000030002045   
0601OWB5N       20240101007500100000500000 0500000030002069   
0601OWB5N       20240101008000100000500000 0500000030002090   
0601OWB5N       20240101008500100000500000 0500000030002109   
0601OWB5N       20240101009000100000500000 0500000030002125   
0601OWB5N       20240101009500100000500000 0500000030002133   
0601OWB6N       20240101000000100000040000 0600000030000000   
0601OWB6N       20240101000040100000005000 0600000030000071   
0601OWB6N       20240101000045100000005000 0600000030000063   
0601OWB6N       20240101000050100000005000 0600000030000057   
0601OWB6N       20240101000055100000005000 0600000030000052   
0601OWB6N       20240101000060100000005000 0600000030000048   
0601OWB6N       20240101000065100000005000 0600000030000044   
0601OWB6N       20240101000070100000005000 0600000030000041   
0601OWB6N       20240101000075100000005000 0600000030000039   
0601OWB6N       20240101000080100000005000 0600000030000036   
0601OWB6N       20240101000085100000005000 0600000030000034   
0601OWB6N       20240101000090100000005000 0600000030000032   
0601OWB6N       20240101000095100000005000 0600000030000031   
0601OWB6N       20240101000100100000005000 0600000030000029   
0601OWB6N       20240101000105100000005000 0600000030000028   
0601OWB6N       20240101000110100000005000 0600000030000027   
0601OWB6N       20240101000115100000005000 0600000030000026   
0601OWB6N       20240101000120100000005000 0600000030000024   
0601OWB6N       20240101000125100000005000 0600000030000024   
0601OWB6N       20240101000130100000005000 0600000030000023   
0601OWB6N       20240101000135100000005000 0600000030000022   
0601OWB6N       20240101000140100000005000 0600000030000021   
0601OWB6N       20240101000145100000005000 0600000030000020   
0601OWB6N       20240101000150100000005000 0600000030000020   
0601OWB6N       20240101000155100000005000 0600000030000019   
0601OWB6N       20240101000160100000005000 0600000030000018   
0601OWB6N       20240101000165100000005000 0600000030000018   
0601OWB6N       20240101000170100000005000 0600000030000017   
0601OWB6N       20240101000175100000005000 0600000030000017   
0601OWB6N       20240101000180100000005000 0600000030000016   
0601OWB6N       20240101000185100000005000 0600000030000016   
0601OWB6N       20240101000190100000005000 0600000030000016   
0601OWB6N       20240101000195100000005000 0600000030000015   
0601OWB6N       20240101000200100000005000 0600000030000015   
0601OWB6N       20240101000205100000005000 0600000030000014   
0601OWB6N       20240101000210100000005000 0600000030000014   
0601OWB6N       20240101000215100000005000 0600000030000014   
0601OWB6N       20240101000220100000005000 0600000030000013   
0601OWB6N       20240101000225100000005000 0600000030000013   
0601OWB6N       20240101000230100000005000 0600000030000013   
0601OWB6N       20240101000235100000005000 0600000030000013   
0601OWB6N       20240101000240100000005000 0600000030000012   
0601OWB6N       20240101000245100000005000 0600000030000012   
0601OWB6N       20240101000250100000005000 0600000030000012   
0601OWB6N       20240101000255100000005000 0600000030000012   
0601OWB6N       20240101000260100000005000 0600000030000011   
0601OWB6N       20240101000265100000005000 0600000030000011   
0601OWB6N       20240101000270100000005000 0600000030000011   
0601OWB6N       20240101000275100000005000 0600000030000011   
0601OWB6N       20240101000280100000005000 0600000030000011   
0601OWB6N       20240101000285100000005000 0600000030000010   
0601OWB6N       20240101000290100000005000 0600000030000010   
0601OWB6N       20240101000295100000005000 0600000030000010   
0601OWB6N       20240101000300100000005000 0600000030000010   
0601OWB6N       20240101000305100000005000 0600000030000010   
0601OWB6N       20240101000310100000005000 0600000030000010   
0601OWB6N       20240101000315100000005000 0600000030000009   
0601OWB6N       20240101000320100000005000 0600000030000009   
0601OWB6N       20240101000325100000005000 0600000030000009   
0601OWB6N       20240101000330100000005000 0600000030000009   
0601OWB6N       20240101000335100000005000 0600000030000009   
0601OWB6N       20240101000340100000005000 0600000030000009   
0601OWB6N       20240101000345100000005000 0600000030000009   
0601OWB6N       20240101000350100000005000 0600000030000009   
0601OWB6N       20240101000355100000005000 0600000030000008   
0601OWB6N       20240101000360100000005000 0600000030000008   
0601OWB6N       20240101000365100000005000 0600000030000008   
0601OWB6N       20240101000370100000005000 0600000030000008   
0601OWB6N       20240101000375100000005000 0600000030000008   
0601OWB6N       20240101000380100000005000 0600000030000008   
0601OWB6N       20240101000385100000005000 0600000030000008   
0601OWB6N       20240101000390100000005000 0600000030000008   
0601OWB6N       20240101000395100000005000 0600000030000008   
0601OWB6N       20240101000400100000005000 0600000030000007   
0601OWB6N       20240101000405100000005000 0600000030000007   
0601OWB6N       20240101000410100000005000 0600000030000007   
0601OWB6N       20240101000415100000005000 0600000030000007   
0601OWB6N       20240101000420100000005000 0600000030000007   
0601OWB6N       20240101000425100000005000 0600000030000007   
0601OWB6N       20240101000430100000005000 0600000030000007   
0601OWB6N       20240101000435100000005000 0600000030000007   
0601OWB6N       20240101000440100000005000 0600000030000007   
0601OWB6N       20240101000445100000005000 0600000030000007   
0601OWB6N       20240101000450100000005000 0600000030000007   
0601OWB6N       20240101000455100000005000 0600000030000007   
0601OWB6N       20240101000460100000005000 0600000030000006   
0601OWB6N       20240101000465100000005000 0600000030000006   
0601OWB6N       20240101000470100000005000 0600000030000006   
0601OWB6N       20240101000475100000005000 0600000030000006   
0601OWB6N       20240101000480100000005000 0600000030000006   
0601OWB6N       20240101000485100000005000 0600000030000006   
0601OWB6N       20240101000490100000005000 0600000030000006   
0601OWB6N       20240101000495100000005000 0600000030000006   
0601OWB6N       20240101000500100000005000 0600000030000006   
0601OWB6N       20240101000505100000005000 0600000030000006   
0601OWB6N       20240101000510100000005000 0600000030000006   
0601OWB6N       20240101000515100000005000 0600000030000006   
0601OWB6N       20240101000520100000005000 0600000030000006   
0601OWB6N       20240101000525100000005000 0600000030000006   
0601OWB6N       20240101000530100000005000 0600000030000006   
0601OWB6N       20240101000535100000005000 0600000030000006   
0601OWB6N       20240101000540100000005000 0600000030000006   
0601OWB6N       20240101000545100000005000 0600000030000005   
0601OWB6N       20240101000550100000005000 0600000030000005   
0601OWB6N       20240101000555100000005000 0600000030000005   
0601OWB6N       20240101000560100000005000 0600000030000005   
0601OWB6N       20240101000565100000005000 0600000030000005   
0601OWB6N       20240101000570100000005000 0600000030000005   
0601OWB6N       20240101000575100000005000 0600000030000005   
0601OWB6N       20240101000580100000005000 0600000030000005   
0601OWB6N       20240101000585100000005000 0600000030000005   
0601OWB6N       20240101000590100000005000 0600000030000005   
0601OWB6N       20240101000595100000005000 0600000030000005   
0601OWB6N       20240101000600100000005000 0600000030000005   
0601OWB6N       20240101000605100000005000 0600000030000005   
0601OWB6N       20240101000610100000005000 0600000030000005   
0601OWB6N       20240101000615100000005000 0600000030000005   
0601OWB6N       20240101000620100000005000 0600000030000005   
0601OWB6N       20240101000625100000005000 0600000030000005   
0601OWB6N       20240101000630100000005000 0600000030000005   
0601OWB6N       20240101000635100000005000 0600000030000005   
0601OWB6N       20240101000640100000005000 0600000030000005   
0601OWB6N       20240101000645100000005000 0600000030000005   
0601OWB6N       20240101000650100000005000 0600000030000005   
0601OWB6N       20240101000655100000005000 0600000030000005   
0601OWB6N       20240101000660100000005000 0600000030000005   
0601OWB6N       20240101000665100000005000 0600000030000004   
0601OWB6N       20240101000670100000005000 0600000030000004   
0601OWB6N       20240101000675100000005000 0600000030000004   
0601OWB6N       20240101000680100000005000 0600000030000004   
0601OWB6N       20240101000685100000005000 0600000030000004   
0601OWB6N       20240101000690100000005000 0600000030000004   
0601OWB6N       20240101000695100000005000 0600000030000004   
0601OWB6N       20240101000700100000005000 0600000030000004   
0601OWB6N       20240101000705100000005000 0600000030000004   
0601OWB6N       20240101000710100000005000 0600000030000004   
0601OWB6N       20240101000715100000005000 0600000030000004   
0601OWB6N       20240101000720100000005000 0600000030000004   
0601OWB6N       20240101000725100000005000 0600000030000004   
0601OWB6N       20240101000730100000005000 0600000030000004   
0601OWB6N       20240101000735100000005000 0600000030000009   
0601OWB6N       20240101000740100000005000 0600000030000019   
0601OWB6N       20240101000745100000005000 0600000030000028   
0601OWB6N       20240101000750100000005000 0600000030000036   
0601OWB6N       20240101000755100000005000 0600000030000045   
0601OWB6N       20240101000760100000005000 0600000030000054   
0601OWB6N       20240101000765100000005000 0600000030000061   
0601OWB6N       20240101000770100000005000 0600000030000070   
0601OWB6N       20240101000775100000005000 0600000030000078   
0601OWB6N       20240101000780100000005000 0600000030000088   
0601OWB6N       20240101000785100000005000 0600000030000094   
0601OWB6N       20240101000790100000005000 0600000030000103   
0601OWB6N       20240101000795100000005000 0600000030000112   
0601OWB6N       20240101000800100000005000 0600000030000118   
0601OWB6N       20240101000805100000005000 0600000030000126   
0601OWB6N       20240101000810100000005000 0600000030000134   
0601OWB6N       20240101000815100000005000 0600000030000142   
0601OWB6N       20240101000820100000005000 0600000030000148   
0601OWB6N       20240101000825100000005000 0600000030000156   
0601OWB6N       20240101000830100000005000 0600000030000163   
0601OWB6N       20240101000835100000005000 0600000030000170   
0601OWB6N       20240101000840100000005000 0600000030000177   
0601OWB6N       20240101000845100000005000 0600000030000184   
0601OWB6N       20240101000850100000005000 0600000030000191   
0601OWB6N       20240101000855100000005000 0600000030000197   
0601OWB6N       20240101000860100000005000 0600000030000204   
0601OWB6N       20240101000865100000005000 0600000030000211   
0601OWB6N       20240101000870100000005000 0600000030000217   
0601OWB6N       20240101000875100000005000 0600000030000225   
0601OWB6N       20240101000880100000005000 0600000030000231   
0601OWB6N       20240101000885100000005000 0600000030000238   
0601OWB6N       20240101000890100000005000 0600000030000243   
0601OWB6N       20240101000895100000005000 0600000030000250   
0601OWB6N       20240101000900100000005000 0600000030000256   
0601OWB6N       20240101000905100000005000 0600000030000261   
0601OWB6N       20240101000910100000005000 0600000030000267   
0601OWB6N       20240101000915100000005000 0600000030000274   
0601OWB6N       20240101000920100000005000 0600000030000280   
0601OWB6N       20240101000925100000005000 0600000030000285   
0601OWB6N       20240101000930100000005000 0600000030000291   
0601OWB6N       20240101000935100000005000 0600000030000297   
0601OWB6N       20240101000940100000005000 0600000030000301   
0601OWB6N       20240101000945100000005000 0600000030000307   
0601OWB6N       20240101000950100000005000 0600000030000313   
0601OWB6N       20240101000955100000005000 0600000030000320   
0601OWB6N       20240101000960100000005000 0600000030000323   
0601OWB6N       20240101000965100000005000 0600000030000330   
0601OWB6N       20240101000970100000005000 0600000030000335   
0601OWB6N       20240101000975100000005000 0600000030000340   
0601OWB6N       20240101000980100000005000 0600000030000345   
0601OWB6N       20240101000985100000005000 0600000030000350   
0601OWB6N       20240101000990100000005000 0600000030000356   
0601OWB6N       20240101000995100000005000 0600000030000360   
